Repository,Title,Call No.,Language(s),Origin,Date,CompuDate,Place,Illustrated,Illuminated,Subject,Genre,Front Cover,Navigation,Data,Record,Summary
University of Pennsylvania Rare Book & Manuscript Library,Astronomical and astrological tables,LJS 361,Latin,"Written in Naples in 1327 by a Dominican brother at the Dominican convent in Naples while a university student (inscription inside upper cover; rubric, f. 47r).",1327,1327,Naples,No,No,Astrology;Astronomy;Zodiac;,"Codices;Commentaries;Diagrams;Tables (documents);Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs361/data/web/0033_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs361.html,http://openn.library.upenn.edu/Data/0001/ljs361/data/,http://hdl.library.upenn.edu/1017/d/medren/5150035,"Opening and closing sections of astronomical and astrological tables on either side of a remnant of commentaries on gospel and epistle readings. The opening section (f. 2r-9r) includes tables for calculating the day of the week for any day from 1204 to 1512; the Sunday letter from 1204 to 1736; the golden letter from 1215 to 1728; movable feasts; time variation according to latitude and longitude; the conjunction of the sun and moon from January to September from 1327 to 1367; and the hours of day and night in any day of the year, as well as lists of human activities and how they are affected by the moon and planets; parts of the body with the planet that dominates each part and appropriate medical activities; and parts of the body with the zodiac sign that dominates each part and appropriate medical activities. The central section (f. 10r-42r) comprises the last 3 gatherings of what were originally 13 gatherings of commentaries on the gospel and epistle readings for the temporal cycle compiled from sermons of French Dominican scholars Durandus of St. Pourçain and Jacobus of Lausanne. The closing section (f. 42r-46v) includes tables and lists for Biblical, classical, and Mideastern dates; the position in the third house of all the planets; the significance of each house; the power and virtues of the signs of the zodiac on the parts of the body, regions, plants, stones, and stars; the virtues of each house; the movement of each house; the properties of each planet; the properties of each sign; and the sun's position in the zodiac arranged by month. Some early marginal drawings and notes.""           "
University of Pennsylvania Rare Book & Manuscript Library,Manuscript leaf from an account of the Jewish Wars,LJS 36,Latin,None noted,None noted,,None noted,No,No,Jews;,"Fragments;Histories;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs36/data/web/0138_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs36.html,http://openn.library.upenn.edu/Data/0001/ljs36/data/,http://hdl.library.upenn.edu/1017/d/medren/4988899,"Leaf from a large manuscript written in a Romanesque script in Italy in the 12th century. Ruled in lead for 2 columns of at least 50 lines, the leaf is damaged at both the top and the left edges, with roughly half of the inner column missing. Water and worms have both damaged the leaf. 1 2-line initial in red on verso. The leaf was later used as a binding fragment. It contains text describing the conquest of Ptolemais by Alexander, son of Antiochus II, an event also described in the Book of Maccabees.""           "
University of Pennsylvania Rare Book & Manuscript Library,Edict concerning Jews in Livorno and Pisa,LJS 379,Italian,"Written in Italy, possibly in Florence, after the edict was issued in 1593.",after 1593,1593,Florence,No,No,Jews;Jews;,"Codices;Decrees;Manuscripts, Italian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs379/data/web/0338_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs379.html,http://openn.library.upenn.edu/Data/0001/ljs379/data/,http://hdl.library.upenn.edu/1017/d/medren/4985751,"Copy of an edict inviting foreign merchants, especially Jews, to settle in Livorno and Pisa, and defining their rights and privileges. The original edict was issued from the ducal palace in Florence, dated 10 June 1593, and consists of 44 clauses. The rights and privileges included amnesty for offenses committed previously, freedom from debts incurred elsewhere, free safe conduct in Livorno, the right to conduct business throughout Tuscany, the same rights and privileges in conducting foreign trade as others in Tuscany, protection from extraordinary levies beyond the usual taxes, exemption from the regulations on Jews living in Florence and Siena, the right of Jews to build and maintain a synagogue and cemetery, the right to observe Jewish holidays, ownership of printed books or manuscripts reviewed by the Inquisition, ownership of real property, freedom to practice for Jewish doctors, permission to employ Christian servants, the right of heads of households to bear arms, and freedom from wearing an insignia signifying Jewish identity.""           "
University of Pennsylvania Rare Book & Manuscript Library,Ikhtiṣār min al-maqālāt min kitāb Uqlīdis,LJS 37,Arabic,"Written in Fatimid Egypt, Iraq, or Syria, from A.H. 1 Jumada 502 (Dec. 1108, f. 24v) to A.H. 4 Ramadan 504 (30 Mar. 1111, f. 49r).",A.H. 502-504 (1108-1111),AH 502-504 (1108-1111),"Egypt, Iraq, ;Syria",Yes,No,"Geometry;Mathematics, Greek;","Codices;Abridgements;Diagrams;Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs37/data/web/0258_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs37.html,http://openn.library.upenn.edu/Data/0001/ljs37/data/,http://hdl.library.upenn.edu/1017/d/medren/4805493,"Epitome or abridgement in Arabic of Euclid's Elements, written on paper. The title page (f. i), first 4 leaves of text (f. 1-4), and a blank leaf (f. 5) are replacements, written on different paper in an 18th-century hand. The replacement title page gives the incorrect title Taḥrīr Uqlīdis kāmil (Complete commentary on Euclid); the manuscript does not contain a commentary.""           "
University of Pennsylvania Rare Book & Manuscript Library,Pros mathēmatikous ... etc.,LJS 380,Ancient Greek,"Written in Italy, probably Ferrara, Florence, or Rome, during Isidore's participation in the Council of Florence, 1438-1445.",between 1430 and 1450,1430-1450,Italy,No,No,"Education, Greek;Skepticism;","Codices;Treatises;Manuscripts, Greek (Medieval and modern);Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs380/data/web/0070_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs380.html,http://openn.library.upenn.edu/Data/0001/ljs380/data/,http://hdl.library.upenn.edu/1017/d/medren/5804130,"Critique of learning, divided into the disciplines of grammar, rhetoric, geometry, arithmetic, astrology, music, logic, physics, and ethics. A short work titled Dialexeis or Dissoi logoi, which was often attributed to Sextus Empiricus and included in manuscripts of his work, is at the end of the volume.""           "
University of Pennsylvania Rare Book & Manuscript Library,Crispi Sallustii de Catheline conjuracione liber,LJS 381,Latin,"Possibly written in Padua, between 1455 and 1465.",between 1455 and 1465?,1455-1465,Padua,Yes,Yes,"Jugurthine War, 111-105 B.C;","Codices;Histories;Annotations;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs381/data/web/0276_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs381.html,http://openn.library.upenn.edu/Data/0001/ljs381/data/,http://hdl.library.upenn.edu/1017/d/medren/4649182,"Humanist copy of Sallust's works on the history of Rome, with contemporary and later annotations, including alternate readings, some of which were incorporated into the text as corrections.""           "
University of Pennsylvania Rare Book & Manuscript Library,Alchemical compendium,LJS 382,Latin;German;Czech,"Written in or near Vienna, ca. 1476 (latest date in manuscript, f. 51r).",ca. 1476,1476,Vienna,No,No,"Alchemy;Alchemy;Medicine;","Codices;Diagrams;Drawings;Recipes;Manuscripts, Latin;Manuscripts, German;Manuscripts, Czech;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs382/data/web/0264_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs382.html,http://openn.library.upenn.edu/Data/0001/ljs382/data/,http://hdl.library.upenn.edu/1017/d/medren/5783938,"Collection of alchemical notes gathered by Georg Hayniger of Dormpoch, near Vienna. Includes recipes, with several for potable gold (aurus potabilis) and tincture of cinnabar (tinctura de cinobrio), suggesting a focus on medical applications of alchemy, and with some notes on efficacy; diagrams; and 2 lists of alchemical works (f. 2v-3r, 4v-5r), with references to authors such as Arnaldus de Villanova, Ramon Lull, Johannes de Rupescissa, and Albertus Magnus.""           "
University of Pennsylvania Rare Book & Manuscript Library,Ratiffication pour noble Gaolon Garnier dit de la Galliniere,LJS 383,In Middle French,None noted,None noted,,None noted,No,No,,"Legal documents;Notarial documents;Manuscripts, French;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs383/data/web/0196_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs383.html,http://openn.library.upenn.edu/Data/0001/ljs383/data/,http://hdl.library.upenn.edu/1017/d/medren/5001292,"A legal document, labeled a ratification, concerning nobles Pierre Paul of Marseille and Gaolon Garnier dit de La Galliniere, written in southern France and dated 30 September 1592, with signatures and notarial attestations. Written in up to 30 long lines in French notarial script. The contract is on 3 bifolia, with the text in the first half of the gathering (f. 1r-3r), leaving the second half (f. 3v-6v) blank except for a summary inscription, also identifying the document as a ratification, for filing purposes (f. 6v).""           "
University of Pennsylvania Rare Book & Manuscript Library,De philosophia mundi ... etc.,LJS 384,Latin,"Written in Germany, circa 1150 (Kwakkel).",circa 1150,1150,Germany,No,No,Astronomy;Geography;Meteorology;Medicine;,"Codices;Treatises;Diagrams;Maps;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs384/data/web/0224_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs384.html,http://openn.library.upenn.edu/Data/0001/ljs384/data/,http://hdl.library.upenn.edu/1017/d/medren/4626269,"Treatise in 4 books on astronomy, geography, meteorology, and medicine, followed by a work on Gospels attributed to Hugh of Saint-Victor.""           "
University of Pennsylvania Rare Book & Manuscript Library,School miscellany,LJS 385,Latin,"Written in Italy, ca. 1500.",ca. 1500,1500,Italy,No,No,"Latin literature;Traditional medicine;","Codices;Annotations;Anthologies;Plays (document genre);Poems;Manuscripts, Latin;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs385/data/web/0314_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs385.html,http://openn.library.upenn.edu/Data/0001/ljs385/data/,http://hdl.library.upenn.edu/1017/d/medren/5437139,"Collection of classical Latin school texts in various hands. The most substantial works are Book 1 of Cicero's De officiis (f. 4r-45r) and Terence's comedies Andria (f. 49r-73r) and Eunuchus (f. 73r-99v), preceded by notes on comedy and tragedy (f. 48v). Briefer passages include the openings of Boethius's De consolatione philosophiae (f. 1r-3r) and Virgil's Aeneid (f. 101r-101v) preceded by biographical notes about Virgil (f. 100v). Also includes recipes for remedies (f. 45v-47r) and didactic or humorous verses (f. 102r-102v). Frequent marginal and interlinear notes in the beginning of the Cicero (f. 4r-20r) and in the Terence.""           "
University of Pennsylvania Rare Book & Manuscript Library,Kitāb Mīzān al-ḥikmah,LJS 386,Arabic,Written ca. 1270 (based on paper and script).,ca. 1270,1270,None noted,Yes,No,Balances (Weighing instruments);Scales (Weighing instruments);,"Codices;Treatises;Diagrams;Tables (documents);Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs386/data/web/0262_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs386.html,http://openn.library.upenn.edu/Data/0001/ljs386/data/,http://hdl.library.upenn.edu/1017/d/medren/4824919,"Substantial sections from an illustrated treatise titled Book of the balance of wisdom, which concerns measurement of weight, with a historical introduction to theories of gravity and weighing in Greek and Arabic science; tables of densities of substances including metals, precious stones, solids, and liquids; and descriptions of different types of balances. A few marginal notes are present. A few catchwords and some minuscule letters under undotted letters have been added by later hands. Damage to edges of many leaves.""           "
University of Pennsylvania Rare Book & Manuscript Library,Qāmūs al-muḥīṭ,LJS 387,Arabic,"Written in western Persia, ca. 1400.",ca. 1400,1400,Persia,No,Yes,Arabic language;,"Codices;Dictionaries;Illuminations (visual works);Manuscripts, Arabic;Manuscripts, Arabic;Manuscripts, Medieval;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs387/data/web/0347_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs387.html,http://openn.library.upenn.edu/Data/0001/ljs387/data/,http://hdl.library.upenn.edu/1017/d/medren/5438045,"Dictionary of the Arabic language originally compiled between 1368 and 1392 whose title translates into English as The ocean. Words are indexed by their last root letter and have brief definitions. Frequent marginal notes.""           "
University of Pennsylvania Rare Book & Manuscript Library,Mulakhkhaṣ fī al-hayʼah,LJS 388,Arabic,"Written in Persia, now Iran, dated A.H. 29 Rabīʻ I, 786 (21 May 1384, colophon, f. 19v).",A.H. 786 (1386),1386,Iran,No,No,Astronomy;,"Codices;Diagrams;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs388/data/web/0207_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs388.html,http://openn.library.upenn.edu/Data/0001/ljs388/data/,http://hdl.library.upenn.edu/1017/d/medren/5068122,"Astronomical textbook whose title translates as Epitome (or Quintessence) of astronomy.""           "
University of Pennsylvania Rare Book & Manuscript Library,Shi si jing fa hui,LJS 389,Chinese,Written in China after 1528 (date of preface).,after 1528,1528,China,No,No,Blood;,"Codices;Treatises;Drawings (visual works);Manuscripts, Digital;Manuscripts, Chinese;",http://openn.library.upenn.edu/Data/0001/ljs389/data/web/0237_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs389.html,http://openn.library.upenn.edu/Data/0001/ljs389/data/,http://hdl.library.upenn.edu/1017/d/medren/4824235,"14th-century treatise on the anatomy, physiology, and pathology of blood vessels, as organized at the end of the 15th century by Xue Kai, who added a commentary. Includes an additional preface written by Sheng Yingyang in year 7 of the Jiajing period (1528). The manuscript is on bamboo paper mounted on modern paper.""           "
University of Pennsylvania Rare Book & Manuscript Library,Prayers and commentary,LJS 38,Arabic;Ottoman Turkish,"Written in Turkey, Ṣafar A.H. 889 (March 1484; colophon, f. 220r).",A.H. 889 (1484),1484,Turkey,No,No,Islam;,"Codices;Prayers;Annotations;Diagrams;Manuscripts, Arabic;Manuscripts, Turkish;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs38/data/web/0327_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs38.html,http://openn.library.upenn.edu/Data/0001/ljs38/data/,http://hdl.library.upenn.edu/1017/d/medren/5816416,"Collection of prayers in Arabic, each preceded by a commentary in Ottoman Turkish, with a diagram (f. 217v) and information at the end for calculating the direction of Mecca from different latitudes. Sections of copious marginal notes at the end of the manuscript (f. 185r-186r, 192r-201v, 208r-209v, 216v-220r). Later notes and pen trials in naskh script on front flyleaf.""           "
University of Pennsylvania Rare Book & Manuscript Library,Fragment of manuscript bifolium from the Liber ad Almansorem,LJS 391,Latin,None noted,None noted,,None noted,No,No,"Medicine;Medicine, Arab;","Fragments;Translations;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs391/data/web/0172_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs391.html,http://openn.library.upenn.edu/Data/0001/ljs391/data/,http://hdl.library.upenn.edu/1017/d/medren/5761416,"Upper half of a bifolium from Gherardo da Cremona's 12th-century Latin translation of al-Rāzī's Arabic medical encyclopedia, copied in protogothic script in the 13th century. The running titles refer to Book VIIII and Book X and give the author's name as Rasis. One heading refers to the effects of an ulcer (apostema). Each page is written in 2 columns; the incomplete columns have up to 23 lines. 2-line initials alternate between blue with red flourishing and red with blue flourishing; paragraph marks in blue; rubrication in red. Substantial glossing in same ink as main text in smaller script in margins. Prickings visible on one edge.""           "
University of Pennsylvania Rare Book & Manuscript Library,Taḥrīr al-majisti,LJS 392,Arabic,"Possibly written in Persia, now Iran, dated 13 Dhū al-Qaʻda, A.H. 813 (9 Mar. 1411, colophon, f. 213r).",A.H. 813 (1411),1411,Iran,No,Yes,Astronomy;,"Codices;Commentaries;Diagrams;Tables (documents);Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs392/data/web/0293_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs392.html,http://openn.library.upenn.edu/Data/0001/ljs392/data/,http://hdl.library.upenn.edu/1017/d/medren/5080443,"Naṣīr al-Dīn al-Ṭūsī's 13th-century recension of Ptolemy's Almagest with the early 14th-century commentary of the Iranian scholar and astronomer Niẓām al-Dīn al-Nīsābūrī.""           "
University of Pennsylvania Rare Book & Manuscript Library,Sharḥ Fusūl Ibuqrāṭ,LJS 393,Arabic,Written in Mamluk Egypt or Syria in the mid-14th century (Fogg).,between 1325 and 1375,1325-1375,Egypt ;Syria,No,No,"Medicine;Medicine, Arab;Medicine, Medieval;","Codices;Commentaries;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs393/data/web/0064_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs393.html,http://openn.library.upenn.edu/Data/0001/ljs393/data/,http://hdl.library.upenn.edu/1017/d/medren/5893925,"Medical commentaries, one on the aphorisms of Hippocrates and one on the Questions on medicine for students by Ḥunayn ibn Isḥāq, also known as Joannitius. The manuscript is lacking its beginning, and several pages at the beginning and end have been repaired.""           "
University of Pennsylvania Rare Book & Manuscript Library,Section of Tāj al-lughah wa-ṣiḥāḥ al-ʻArabīyah,LJS 394,Arabic,Written in Egypt or Syria in the 14th century.,13;Syria,No,Yes,"Arabic language;Traditional medicine;","Codices;Dictionaries;Illuminations (visual works);Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs394/data/web/0085_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs394.html,http://openn.library.upenn.edu/Data/0001/ljs394/data/,http://hdl.library.upenn.edu/1017/d/medren/5440810,"Volume from a 14th-century copy of a 10th-century dictionary of the Arabic language. Words are indexed by their last root letter, with this volume covering the letters za' to lam. Marginal notes by a reader and proofreader. Later pastedown on inner cover has remedies written in Arabic and Persian.""           "
University of Pennsylvania Rare Book & Manuscript Library,Manuscript pastedowns from De proprietatibus rerum,LJS 395,Latin,None noted,None noted,,None noted,No,No,"Medicine, Medieval;Medicine;Physiology;","Codices;Fragments;Manuscripts, Latin;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs395/data/web/0343_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs395.html,http://openn.library.upenn.edu/Data/0001/ljs395/data/,http://hdl.library.upenn.edu/1017/d/medren/5924898,"Fragments from 2 leaves of a 13th-century copy of the early encyclopedia De proprietatibus rerum. Both fragments from Book 5, on physiology; the text of the upper fragment begins at the end of Chapter 12, De auribus and continues into the beginning of Chapter 13, De naso; the text of the lower fragment begins at the end of Chapter 28, De manibus, and continues into the beginning of Chapter 29, De digitis. Probably written in France, in Gothic script, with each fragment presenting 2 columns of 40 lines (tops of leaves trimmed away) and with marginal headings intact. Upper pastedown decorated with 2 2-line initials in blue with red penwork, one each on recto and verso; lower pastedown decorated with 1 2-line initial in red, with penwork whose color is obscured by a stain; rubrics in red, paragraph marks alternating between blue and red, capitals in text and marginal headings touched with red. Now in a 16th-century binding of a printed edition of Johannes Herolt's Liber Discipuli de eruditione Christifidelium (Rouen, 1508?).""           "
University of Pennsylvania Rare Book & Manuscript Library,Astronomy lecture notes,LJS 397,Latin,"Written in Wittenberg (f. 29v), ca. 1550 (after the publication of Copernicus' De revolutionibus in 1543).",ca. 1550,1550,Wittenberg,No,No,Astronomy;Astronomy;,"Codices;Diagrams;Lecture notes;Manuscripts, Latin;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs397/data/web/0225_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs397.html,http://openn.library.upenn.edu/Data/0001/ljs397/data/,http://hdl.library.upenn.edu/1017/d/medren/5160792,"Student lecture notes for the second level of instruction in astronomy at the university at Wittenberg during Philipp Melanchthon's tenure on the theology faculty there, including discussion of spherical astronomy, atmospheric refraction, conversion of degrees into miles, and the use of astronomical tables. Some marginal notes with loss due to trimming.""           "
University of Pennsylvania Rare Book & Manuscript Library,Khalq al-insān,LJS 398,Arabic,"Written in Mamluk Syria or Iraq, dated 15 Jumādá II A.H. 689 (colophon, f. 84r).",A.H. 689 (1290),1290,Syria ;Iraq,No,No,"Medicine;Medicine, Arab;Reproduction;Soul;","Codices;Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs398/data/web/0125_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs398.html,http://openn.library.upenn.edu/Data/0001/ljs398/data/,http://hdl.library.upenn.edu/1017/d/medren/5894586,"Medical treatise in 50 chapters, 35 concerning reproduction and the final 15 addressing the soul and intellect from a neoplatonic perspective. Some marginal notes. Persian inscriptions recording births in A.H. 1236, 1243, and 1245 on the last page (f. 84v), suggesting use of the manuscript by a medical practitioner.""           "
University of Pennsylvania Rare Book & Manuscript Library,Inbāṭ al-miyāh al-khafīyah,LJS 399,Arabic,"Written in Iraq or Persia, dated A.H. 14 Dhūl-Qaʻda 1084 (20 Feb. 1674).",None noted,,Iraq ;Persia,No,No,Groundwater;Hydraulic structures;,"Codices;Treatises;Diagrams;Manuscripts, Digital;Manuscripts, Arabic;",http://openn.library.upenn.edu/Data/0001/ljs399/data/web/0234_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs399.html,http://openn.library.upenn.edu/Data/0001/ljs399/data/,http://hdl.library.upenn.edu/1017/d/medren/4825651,"17th-century copy of 11th-century treatise on hydraulics and groundwater supply, including information on the construction of subterranean tunnels for irrigation systems.""           "
University of Pennsylvania Rare Book & Manuscript Library,Sharḥ-i Zīj Gūrgānī,LJS 400,Persian,"Written in Persia, now Iran, in A.H. 899 (1493-1494, colophon, f. 409r).",A.H. 899 (1493-1494),AH 899 (1493-1494),Iran,No,No,Astronomy;,"Codices;Commentaries;Diagrams;Manuscripts, Persian;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs400/data/web/0181_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs400.html,http://openn.library.upenn.edu/Data/0001/ljs400/data/,http://hdl.library.upenn.edu/1017/d/medren/5081245,"Commentary on the Zīj Gūrgānī, also known as the Zīj-i jadīd-i Sultānī, which comprised tables of calendar calculations, trigonometry, planets, and stars compiled from observations made at the observatory in Samarqand, completed in 1447. The tables themselves are not included.""           "
University of Pennsylvania Rare Book & Manuscript Library,Probier Büchlein,LJS 401,German,Written in Germany in the second half of the 17th century.,between 1650 and 1699,1650-1699,Germany,No,No,Chemistry;Assaying;Mints;,"Codices;Manuscripts, German;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs401/data/web/0313_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs401.html,http://openn.library.upenn.edu/Data/0001/ljs401/data/,http://hdl.library.upenn.edu/1017/d/medren/5182011,"Fair copy of the 1622 edition of a work written in 1567 on assaying gold and silver. The discussion of assaying includes the first known observation that tin and lead gain weight upon heating during calcinations. Information on management of the mint is also included. An alphabetical index (Register) follows the text (p. 233-241).""           "
University of Pennsylvania Rare Book & Manuscript Library,"Die eröffnete königliche ober hungarische Kuppfer-Handlung Schmölnitz, so wohl nach ihren inner-als aüsserlichen harmoniren den wesentlichen Theilen und Stücken ... etc.",LJS 402,German;Latin,"Written in Germany or a region formerly of Hungary, now of Slovakia, in 1743 (p. 1, 419).",1743,1743,Germany ;Slovakia,No,No,Chemistry;Copper mines and mining;Copper mines and mining;,"Codices;Manuscripts, German;Manuscripts, Latin;Manuscripts, European;",http://openn.library.upenn.edu/Data/0001/ljs402/data/web/0045_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs402.html,http://openn.library.upenn.edu/Data/0001/ljs402/data/,http://hdl.library.upenn.edu/1017/d/medren/5183015,"Technical work on the mining of copper in Schmölnitz, at the time in Hungary, later Smolnik in Slovakia. Includes discussion of smelting, with details on specific chemicals and processes. Followed by excerpts from mining regulations. Dedicated to György (Georgio in manuscript) Erdődy, count of Monyorókerek (Monyorokerik in manuscript) and Monoszlo (p. 3-10).""           "
University of Pennsylvania Rare Book & Manuscript Library,Alchemical compendium,LJS 403,Arabic,"Written in Herat, now in Afghanistan, A.H. 901-904 (1496-1499, colophons, f. 7r, 23r, 37r, 38r, 47r, 127v, 173r).",A.H. 901-904 (1496-1499),AH 901-904 (1496-1499),Afghanistan,No,No,Alchemy;,"Codices;Anthologies;Commentaries;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs403/data/web/0281_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs403.html,http://openn.library.upenn.edu/Data/0001/ljs403/data/,http://hdl.library.upenn.edu/1017/d/medren/5081494,"Working notes of an alchemist, who signs himself as the compiler and composer of the manuscript (f. 127v). Lacking at least one leaf at the beginning, if not more (early pagination begins at 2, f. 1r), with repairs on extant first and last leaves. Includes a commentary on an unknown text and references to the concept of balance found in the work of 8th-century alchemist Jābir ibn Ḥayyān and to Pythagoras. Many marginal notes.""           "
University of Pennsylvania Rare Book & Manuscript Library,Jawāmīʻ al-ʻulam,LJS 404,Persian,Written in Iran in the first quarter of the 13th century.,between 1200 and 1225,1200-1225,Iran,No,No,Encyclopedias and dictionaries;,"Codices;Diagrams;Tables (documents);Manuscripts, Persian;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs404/data/web/0090_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs404.html,http://openn.library.upenn.edu/Data/0001/ljs404/data/,http://hdl.library.upenn.edu/1017/d/medren/5762366,"Summary of the branches of knowledge, including the Koran, hadith, and history of Islam; grammar, rhetoric, and logic; medicine, anatomy, and pharmacology; gems and talismans; agriculture and veterinary science; geometry, geodesy, weight, arithmetic, and algebra; music; astronomy, astrology, and magic; theology, ethics, and political science. Marginal notes in a later hand.""           "
University of Pennsylvania Rare Book & Manuscript Library,Kitāb al-Siyāsah tasʹhīl al-naẓar wa-taʻjīl al-ẓafar,LJS 405,Arabic,"Written in northern Africa, probably in Egypt, in the mid-13th century.",between 1240 and 1260?,1240-1260,Egypt,No,No,Kings and rulers;Political science;,"Codices;Treatises;Manuscripts, Arabic;Manuscripts, Medieval;",http://openn.library.upenn.edu/Data/0001/ljs405/data/web/0251_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs405.html,http://openn.library.upenn.edu/Data/0001/ljs405/data/,http://hdl.library.upenn.edu/1017/d/medren/4987381,"Treatise in two chapters, one on the qualities of a good ruler and the other on the art of good government. Partial loss of seal impressions and marginal notes due to trimming.""           "
University of Pennsylvania Rare Book & Manuscript Library,Collection of astronomical texts,LJS 407,Arabic,"Written in Persia, now Iran, in the early 15th century.",between 1500 and 1525,1500-1525,Iran,No,No,Astronomy;,"Codices;Anthologies;Diagrams;Handbooks;Manuscripts, Arabic;Manuscripts, Renaissance;",http://openn.library.upenn.edu/Data/0001/ljs407/data/web/0252_0000_web.jpg,http://openn.library.upenn.edu/Data/0001/html/ljs407.html,http://openn.library.upenn.edu/Data/0001/ljs407/data/,http://hdl.library.upenn.edu/1017/d/medren/5082672,"Collection of astronomical works by Naṣīr al-Dīn al-Ṭūsī, which include material on sunset and sunrise, the size of the earth, the moon, the distance to the moon, the distance between the sun and the planets, movement of the spheres, and eclipses. Some marginal notes in another hand, affected by trimming.""           "
